group_id,kept_bit,kept_prevalence,n_features,max_distance_to_kept,mean_distance_to_kept,member_bits
57,310,1656,1,0.0,0.0,310
656,311,179,1,0.0,0.0,311
734,312,161,1,0.0,0.0,312
890,313,126,1,0.0,0.0,313
12,314,4956,1,0.0,0.0,314
849,315,133,1,0.0,0.0,315
1596,316,49,1,0.0,0.0,316
279,317,443,1,0.0,0.0,317
380,318,341,1,0.0,0.0,318
62,319,1538,1,0.0,0.0,319
975,320,113,1,0.0,0.0,320
1468,321,59,1,0.0,0.0,321
23,322,3216,1,0.0,0.0,322
564,323,216,1,0.0,0.0,323
1808,324,34,1,0.0,0.0,324
188,325,632,1,0.0,0.0,325
1356,326,70,1,0.0,0.0,326
450,327,283,1,0.0,0.0,327
511,328,242,1,0.0,0.0,328
1370,329,69,1,0.0,0.0,329
1580,330,50,1,0.0,0.0,330
1537,331,53,1,0.0,0.0,331
2033,332,8,1,0.0,0.0,332
192,333,621,1,0.0,0.0,333
1251,334,80,1,0.0,0.0,334
199,335,602,1,0.0,0.0,335
1837,336,32,1,0.0,0.0,336
834,337,137,1,0.0,0.0,337
551,338,222,1,0.0,0.0,338
1157,339,91,1,0.0,0.0,339
1608,340,48,1,0.0,0.0,340
89,341,1147,1,0.0,0.0,341
1597,342,49,1,0.0,0.0,342
728,343,162,1,0.0,0.0,343
393,344,328,1,0.0,0.0,344
884,345,127,1,0.0,0.0,345
1711,346,41,1,0.0,0.0,346
1581,347,50,1,0.0,0.0,347
492,348,251,1,0.0,0.0,348
1511,349,55,1,0.0,0.0,349
1461,351,60,1,0.0,0.0,351
72,352,1373,1,0.0,0.0,352
1462,353,60,1,0.0,0.0,353
361,354,357,1,0.0,0.0,354
1670,355,44,1,0.0,0.0,355
1489,356,57,1,0.0,0.0,356
783,357,149,1,0.0,0.0,357
796,358,146,1,0.0,0.0,358
1652,359,45,1,0.0,0.0,359
1405,360,66,1,0.0,0.0,360
164,361,694,1,0.0,0.0,361
941,362,118,1,0.0,0.0,362
1079,363,99,1,0.0,0.0,363
857,364,132,1,0.0,0.0,364
1745,365,38,1,0.0,0.0,365
116,366,922,1,0.0,0.0,366
1894,367,26,1,0.0,0.0,367
592,368,203,1,0.0,0.0,368
647,369,183,1,0.0,0.0,369
1451,370,61,1,0.0,0.0,370
758,371,153,1,0.0,0.0,371
1712,372,41,1,0.0,0.0,372
1197,373,86,1,0.0,0.0,373
468,374,266,1,0.0,0.0,374
1761,375,37,1,0.0,0.0,375
902,376,124,1,0.0,0.0,376
911,377,123,1,0.0,0.0,377
6,378,7469,1,0.0,0.0,378
1170,379,90,1,0.0,0.0,379
964,380,115,1,0.0,0.0,380
447,381,285,1,0.0,0.0,381
1713,382,41,1,0.0,0.0,382
163,383,698,1,0.0,0.0,383
167,384,691,1,0.0,0.0,384
161,385,700,1,0.0,0.0,385
1276,386,78,1,0.0,0.0,386
190,387,622,1,0.0,0.0,387
1714,388,41,1,0.0,0.0,388
21,389,3489,1,0.0,0.0,389
1773,390,36,1,0.0,0.0,390
1469,391,59,1,0.0,0.0,391
106,392,994,1,0.0,0.0,392
1819,393,33,1,0.0,0.0,393
423,394,303,1,0.0,0.0,394
1925,395,23,1,0.0,0.0,395
1224,396,83,1,0.0,0.0,396
1538,397,53,1,0.0,0.0,397
1902,398,25,1,0.0,0.0,398
1357,399,70,1,0.0,0.0,399
421,400,304,1,0.0,0.0,400
593,401,203,1,0.0,0.0,401
1440,402,62,1,0.0,0.0,402
1054,403,102,1,0.0,0.0,403
1206,404,85,1,0.0,0.0,404
1127,405,95,1,0.0,0.0,405
347,406,365,1,0.0,0.0,406
54,407,1706,1,0.0,0.0,407
1003,408,110,1,0.0,0.0,408
885,409,127,1,0.0,0.0,409
660,410,178,1,0.0,0.0,410
994,411,111,1,0.0,0.0,411
525,412,235,1,0.0,0.0,412
924,413,120,1,0.0,0.0,413
1653,414,45,1,0.0,0.0,414
1820,415,33,1,0.0,0.0,415
1867,416,29,1,0.0,0.0,416
1452,417,61,1,0.0,0.0,417
1913,418,24,1,0.0,0.0,418
427,419,300,1,0.0,0.0,419
1080,420,99,1,0.0,0.0,420
1371,421,69,1,0.0,0.0,421
850,422,133,1,0.0,0.0,422
1441,423,62,1,0.0,0.0,423
1723,424,40,1,0.0,0.0,424
349,425,364,1,0.0,0.0,425
1098,426,97,1,0.0,0.0,426
1527,427,54,1,0.0,0.0,427
391,428,330,1,0.0,0.0,428
1528,429,54,1,0.0,0.0,429
1186,430,88,1,0.0,0.0,430
1406,431,66,1,0.0,0.0,431
930,432,119,1,0.0,0.0,432
1539,433,53,1,0.0,0.0,433
1737,434,39,1,0.0,0.0,434
2018,435,12,1,0.0,0.0,435
1931,436,22,1,0.0,0.0,436
479,437,258,1,0.0,0.0,437
1236,438,82,1,0.0,0.0,438
1985,439,16,1,0.0,0.0,439
315,440,401,1,0.0,0.0,440
202,441,598,1,0.0,0.0,441
1128,442,95,1,0.0,0.0,442
1138,443,94,1,0.0,0.0,443
1442,444,62,1,0.0,0.0,444
1470,445,59,1,0.0,0.0,445
377,446,343,1,0.0,0.0,446
1476,447,58,1,0.0,0.0,447
255,448,497,1,0.0,0.0,448
1198,449,86,1,0.0,0.0,449
2023,450,11,1,0.0,0.0,450
1199,451,86,1,0.0,0.0,451
1358,452,70,1,0.0,0.0,452
784,454,149,1,0.0,0.0,454
1304,455,75,1,0.0,0.0,455
498,456,248,1,0.0,0.0,456
1225,457,83,1,0.0,0.0,457
719,458,163,1,0.0,0.0,458
572,459,214,1,0.0,0.0,459
1111,460,96,1,0.0,0.0,460
216,461,572,1,0.0,0.0,461
2011,462,13,1,0.0,0.0,462
552,463,222,1,0.0,0.0,463
170,464,683,1,0.0,0.0,464
565,465,216,1,0.0,0.0,465
1359,466,70,1,0.0,0.0,466
1512,467,55,1,0.0,0.0,467
1785,468,35,1,0.0,0.0,468
443,469,287,1,0.0,0.0,469
969,470,114,1,0.0,0.0,470
797,471,146,1,0.0,0.0,471
763,472,152,1,0.0,0.0,472
410,473,312,1,0.0,0.0,473
1313,475,74,1,0.0,0.0,475
785,476,149,1,0.0,0.0,476
1477,477,58,1,0.0,0.0,477
1975,478,17,1,0.0,0.0,478
1513,479,55,1,0.0,0.0,479
440,480,288,1,0.0,0.0,480
386,481,337,1,0.0,0.0,481
1423,482,64,1,0.0,0.0,482
1967,483,18,1,0.0,0.0,483
553,484,222,1,0.0,0.0,484
1099,485,97,1,0.0,0.0,485
35,486,2251,1,0.0,0.0,486
327,487,385,1,0.0,0.0,487
696,488,169,1,0.0,0.0,488
288,489,437,1,0.0,0.0,489
375,490,344,1,0.0,0.0,490
418,491,305,1,0.0,0.0,491
1838,492,32,1,0.0,0.0,492
862,493,131,1,0.0,0.0,493
1282,494,77,1,0.0,0.0,494
1619,495,47,1,0.0,0.0,495
954,496,116,1,0.0,0.0,496
478,497,259,1,0.0,0.0,497
2019,498,12,1,0.0,0.0,498
1112,499,96,1,0.0,0.0,499
1226,500,83,1,0.0,0.0,500
177,501,661,1,0.0,0.0,501
296,502,427,1,0.0,0.0,502
651,503,181,1,0.0,0.0,503
97,504,1034,1,0.0,0.0,504
2034,505,8,1,0.0,0.0,505
1342,506,71,1,0.0,0.0,506
505,507,244,1,0.0,0.0,507
1992,508,15,1,0.0,0.0,508
1685,509,43,1,0.0,0.0,509
1113,510,96,1,0.0,0.0,510
1050,511,103,1,0.0,0.0,511
1070,512,100,1,0.0,0.0,512
1639,513,46,1,0.0,0.0,513
1227,514,83,1,0.0,0.0,514
1129,515,95,1,0.0,0.0,515
1283,516,77,1,0.0,0.0,516
1529,517,54,1,0.0,0.0,517
1762,518,37,1,0.0,0.0,518
1004,519,110,1,0.0,0.0,519
1774,520,36,1,0.0,0.0,520
1609,521,48,1,0.0,0.0,521
1424,522,64,1,0.0,0.0,522
173,523,667,1,0.0,0.0,523
485,524,255,1,0.0,0.0,524
214,525,576,1,0.0,0.0,525
277,526,445,1,0.0,0.0,526
179,527,658,1,0.0,0.0,527
1414,528,65,1,0.0,0.0,528
1598,529,49,1,0.0,0.0,529
409,530,314,1,0.0,0.0,530
831,531,138,1,0.0,0.0,531
1385,532,68,1,0.0,0.0,532
1158,533,91,1,0.0,0.0,533
1200,534,86,1,0.0,0.0,534
720,535,163,1,0.0,0.0,535
1171,536,90,1,0.0,0.0,536
1993,537,15,1,0.0,0.0,537
1490,538,57,1,0.0,0.0,538
604,539,200,1,0.0,0.0,539
721,540,163,1,0.0,0.0,540
955,541,116,1,0.0,0.0,541
1088,542,98,1,0.0,0.0,542
1407,543,66,1,0.0,0.0,543
903,544,124,1,0.0,0.0,544
1968,545,18,1,0.0,0.0,545
1640,546,46,1,0.0,0.0,546
925,547,120,1,0.0,0.0,547
801,548,144,1,0.0,0.0,548
1686,549,43,1,0.0,0.0,549
284,550,439,1,0.0,0.0,550
1903,551,25,1,0.0,0.0,551
93,552,1087,1,0.0,0.0,552
1610,553,48,1,0.0,0.0,553
506,554,243,1,0.0,0.0,554
376,555,344,1,0.0,0.0,555
595,556,202,1,0.0,0.0,556
338,557,375,1,0.0,0.0,557
519,558,237,1,0.0,0.0,558
1159,559,91,1,0.0,0.0,559
1582,560,50,1,0.0,0.0,560
51,561,1808,1,0.0,0.0,561
208,562,587,1,0.0,0.0,562
1040,563,104,1,0.0,0.0,563
122,564,906,1,0.0,0.0,564
1724,565,40,1,0.0,0.0,565
1955,566,19,1,0.0,0.0,566
1738,567,39,1,0.0,0.0,567
1415,568,65,1,0.0,0.0,568
798,569,145,1,0.0,0.0,569
1114,570,96,1,0.0,0.0,570
1207,571,85,1,0.0,0.0,571
1550,572,52,1,0.0,0.0,572
378,573,343,1,0.0,0.0,573
1687,574,43,1,0.0,0.0,574
438,575,289,1,0.0,0.0,575
1012,576,109,1,0.0,0.0,576
697,577,169,1,0.0,0.0,577
1976,578,17,1,0.0,0.0,578
1252,579,80,1,0.0,0.0,579
802,580,144,1,0.0,0.0,580
1503,581,56,1,0.0,0.0,581
1329,582,72,1,0.0,0.0,582
1821,583,33,1,0.0,0.0,583
1081,584,99,1,0.0,0.0,584
166,585,692,1,0.0,0.0,585
144,586,781,1,0.0,0.0,586
1154,587,92,1,0.0,0.0,587
394,588,328,1,0.0,0.0,588
1013,589,109,1,0.0,0.0,589
1041,590,104,1,0.0,0.0,590
596,591,202,1,0.0,0.0,591
419,592,305,1,0.0,0.0,592
722,593,163,1,0.0,0.0,593
1868,594,29,1,0.0,0.0,594
1059,595,101,1,0.0,0.0,595
1504,596,56,1,0.0,0.0,596
325,597,389,1,0.0,0.0,597
496,598,249,1,0.0,0.0,598
704,599,168,1,0.0,0.0,599
837,600,136,1,0.0,0.0,600
2004,601,14,1,0.0,0.0,601
1540,602,53,1,0.0,0.0,602
1055,603,102,1,0.0,0.0,603
1654,604,45,1,0.0,0.0,604
1562,605,51,1,0.0,0.0,605
263,606,477,1,0.0,0.0,606
1305,607,75,1,0.0,0.0,607
1443,608,62,1,0.0,0.0,608
759,609,153,1,0.0,0.0,609
965,610,115,1,0.0,0.0,610
886,611,127,1,0.0,0.0,611
1655,612,45,1,0.0,0.0,612
617,613,197,1,0.0,0.0,613
1139,614,94,1,0.0,0.0,614
1019,615,108,1,0.0,0.0,615
2024,616,11,1,0.0,0.0,616
1201,617,86,1,0.0,0.0,617
808,618,143,1,0.0,0.0,618
1228,619,83,1,0.0,0.0,619
1697,620,42,1,0.0,0.0,620
1005,621,110,1,0.0,0.0,621
1082,622,99,1,0.0,0.0,622
306,623,411,1,0.0,0.0,623
195,624,612,1,0.0,0.0,624
803,625,144,1,0.0,0.0,625
412,626,311,1,0.0,0.0,626
1869,627,29,1,0.0,0.0,627
1491,628,57,1,0.0,0.0,628
1160,629,91,1,0.0,0.0,629
1172,630,90,1,0.0,0.0,630
1879,631,28,1,0.0,0.0,631
826,632,139,1,0.0,0.0,632
1926,633,23,1,0.0,0.0,633
1100,634,97,1,0.0,0.0,634
318,635,398,1,0.0,0.0,635
1839,636,32,1,0.0,0.0,636
1343,637,71,1,0.0,0.0,637
483,638,256,1,0.0,0.0,638
1994,639,15,1,0.0,0.0,639
1101,640,97,1,0.0,0.0,640
1089,641,98,1,0.0,0.0,641
838,642,136,1,0.0,0.0,642
677,643,174,1,0.0,0.0,643
1932,644,22,1,0.0,0.0,644
1202,645,86,1,0.0,0.0,645
904,646,124,1,0.0,0.0,646
1372,647,69,1,0.0,0.0,647
2030,648,10,1,0.0,0.0,648
1042,649,104,1,0.0,0.0,649
1541,651,53,1,0.0,0.0,651
210,652,582,1,0.0,0.0,652
705,653,168,1,0.0,0.0,653
778,654,150,1,0.0,0.0,654
1822,655,33,1,0.0,0.0,655
17,656,3928,1,0.0,0.0,656
1786,657,35,1,0.0,0.0,657
619,658,195,1,0.0,0.0,658
1787,659,35,1,0.0,0.0,659
1330,660,72,1,0.0,0.0,660
1284,661,77,1,0.0,0.0,661
1870,662,29,1,0.0,0.0,662
1880,663,28,1,0.0,0.0,663
779,664,150,1,0.0,0.0,664
1173,665,90,1,0.0,0.0,665
359,666,359,1,0.0,0.0,666
59,667,1606,1,0.0,0.0,667
1373,668,69,1,0.0,0.0,668
1840,669,32,1,0.0,0.0,669
1027,670,107,1,0.0,0.0,670
1344,671,71,1,0.0,0.0,671
1374,672,69,1,0.0,0.0,672
1505,673,56,1,0.0,0.0,673
53,674,1781,1,0.0,0.0,674
19,675,3542,1,0.0,0.0,675
918,676,121,1,0.0,0.0,676
931,677,119,1,0.0,0.0,677
1217,678,84,1,0.0,0.0,678
891,679,126,1,0.0,0.0,679
142,680,789,1,0.0,0.0,680
623,681,194,1,0.0,0.0,681
1187,682,88,1,0.0,0.0,682
1995,683,15,1,0.0,0.0,683
788,684,148,1,0.0,0.0,684
363,685,356,1,0.0,0.0,685
1444,686,62,1,0.0,0.0,686
313,687,403,1,0.0,0.0,687
780,688,150,1,0.0,0.0,688
181,689,646,1,0.0,0.0,689
640,690,186,1,0.0,0.0,690
1656,691,45,1,0.0,0.0,691
231,692,541,1,0.0,0.0,692
652,693,181,1,0.0,0.0,693
43,694,1939,1,0.0,0.0,694
10,695,6358,1,0.0,0.0,695
1620,696,47,1,0.0,0.0,696
1331,697,72,1,0.0,0.0,697
1858,698,30,1,0.0,0.0,698
56,699,1669,1,0.0,0.0,699
1542,700,53,1,0.0,0.0,700
261,701,479,1,0.0,0.0,701
653,702,181,1,0.0,0.0,702
244,703,513,1,0.0,0.0,703
1386,704,68,1,0.0,0.0,704
1823,705,33,1,0.0,0.0,705
1904,706,25,1,0.0,0.0,706
1292,707,76,1,0.0,0.0,707
912,708,123,1,0.0,0.0,708
1969,709,18,1,0.0,0.0,709
594,710,203,1,0.0,0.0,710
863,711,131,1,0.0,0.0,711
1237,712,82,1,0.0,0.0,712
542,713,226,1,0.0,0.0,713
665,714,177,1,0.0,0.0,714
48,715,1867,1,0.0,0.0,715
223,716,556,1,0.0,0.0,716
1514,717,55,1,0.0,0.0,717
27,718,2647,1,0.0,0.0,718
789,719,148,1,0.0,0.0,719
767,720,151,1,0.0,0.0,720
1306,721,75,1,0.0,0.0,721
866,722,130,1,0.0,0.0,722
877,723,128,1,0.0,0.0,723
322,724,392,1,0.0,0.0,724
131,725,868,1,0.0,0.0,725
1492,726,57,1,0.0,0.0,726
966,727,115,1,0.0,0.0,727
1763,729,37,1,0.0,0.0,729
472,730,263,1,0.0,0.0,730
986,731,112,1,0.0,0.0,731
867,732,130,1,0.0,0.0,732
1977,733,17,1,0.0,0.0,733
740,734,159,1,0.0,0.0,734
1657,735,45,1,0.0,0.0,735
113,736,937,1,0.0,0.0,736
1014,737,109,1,0.0,0.0,737
497,738,249,1,0.0,0.0,738
74,739,1364,1,0.0,0.0,739
1996,740,15,1,0.0,0.0,740
1688,741,43,1,0.0,0.0,741
1387,742,68,1,0.0,0.0,742
1043,743,104,1,0.0,0.0,743
540,744,227,1,0.0,0.0,744
226,745,554,1,0.0,0.0,745
1551,746,52,1,0.0,0.0,746
203,747,592,1,0.0,0.0,747
1725,748,40,1,0.0,0.0,748
1006,749,110,1,0.0,0.0,749
220,750,558,1,0.0,0.0,750
1060,751,101,1,0.0,0.0,751
1978,752,17,1,0.0,0.0,752
141,753,796,1,0.0,0.0,753
1453,754,61,1,0.0,0.0,754
768,755,151,1,0.0,0.0,755
2025,756,11,1,0.0,0.0,756
420,757,305,1,0.0,0.0,757
320,758,396,1,0.0,0.0,758
341,759,371,1,0.0,0.0,759
280,760,442,1,0.0,0.0,760
1764,761,37,1,0.0,0.0,761
292,762,435,1,0.0,0.0,762
932,763,119,1,0.0,0.0,763
1841,764,32,1,0.0,0.0,764
1083,765,99,1,0.0,0.0,765
584,766,208,1,0.0,0.0,766
1478,767,58,1,0.0,0.0,767
1543,768,53,1,0.0,0.0,768
671,769,176,1,0.0,0.0,769
1824,770,33,1,0.0,0.0,770
275,771,446,1,0.0,0.0,771
1445,772,62,1,0.0,0.0,772
1658,773,45,1,0.0,0.0,773
1544,774,53,1,0.0,0.0,774
1277,775,78,1,0.0,0.0,775
2005,776,14,1,0.0,0.0,776
1375,777,69,1,0.0,0.0,777
1671,778,44,1,0.0,0.0,778
1895,779,26,1,0.0,0.0,779
678,780,174,1,0.0,0.0,780
52,781,1789,1,0.0,0.0,781
1115,782,96,1,0.0,0.0,782
586,783,207,1,0.0,0.0,783
204,784,592,1,0.0,0.0,784
397,785,324,1,0.0,0.0,785
672,786,176,1,0.0,0.0,786
237,787,523,1,0.0,0.0,787
1842,788,32,1,0.0,0.0,788
747,789,156,1,0.0,0.0,789
73,790,1366,1,0.0,0.0,790
1825,791,33,1,0.0,0.0,791
1599,792,49,1,0.0,0.0,792
1859,793,30,1,0.0,0.0,793
337,794,376,1,0.0,0.0,794
1446,795,62,1,0.0,0.0,795
1242,796,81,1,0.0,0.0,796
1090,797,98,1,0.0,0.0,797
228,798,550,1,0.0,0.0,798
694,799,170,1,0.0,0.0,799
145,800,778,1,0.0,0.0,800
1218,801,84,1,0.0,0.0,801
69,802,1427,1,0.0,0.0,802
169,803,686,1,0.0,0.0,803
502,804,246,1,0.0,0.0,804
1388,805,68,1,0.0,0.0,805
153,806,741,1,0.0,0.0,806
1515,808,55,1,0.0,0.0,808
247,809,511,1,0.0,0.0,809
1454,810,61,1,0.0,0.0,810
269,811,458,1,0.0,0.0,811
1765,812,37,1,0.0,0.0,812
804,813,144,1,0.0,0.0,813
1471,814,59,1,0.0,0.0,814
583,815,209,1,0.0,0.0,815
133,816,838,1,0.0,0.0,816
1314,817,74,1,0.0,0.0,817
1398,818,67,1,0.0,0.0,818
470,819,264,1,0.0,0.0,819
913,820,123,1,0.0,0.0,820
942,821,118,1,0.0,0.0,821
1659,822,45,1,0.0,0.0,822
1278,823,78,1,0.0,0.0,823
1285,824,77,1,0.0,0.0,824
1583,825,50,1,0.0,0.0,825
858,826,132,1,0.0,0.0,826
1360,827,70,1,0.0,0.0,827
352,828,363,1,0.0,0.0,828
1293,829,76,1,0.0,0.0,829
1788,830,35,1,0.0,0.0,830
114,831,936,1,0.0,0.0,831
1084,832,99,1,0.0,0.0,832
381,833,341,1,0.0,0.0,833
1020,834,108,1,0.0,0.0,834
124,835,904,1,0.0,0.0,835
1389,836,68,1,0.0,0.0,836
749,837,155,1,0.0,0.0,837
1885,839,27,1,0.0,0.0,839
1151,840,93,1,0.0,0.0,840
1447,842,62,1,0.0,0.0,842
67,843,1441,1,0.0,0.0,843
1015,844,109,1,0.0,0.0,844
554,845,222,1,0.0,0.0,845
605,846,200,1,0.0,0.0,846
273,847,447,1,0.0,0.0,847
1479,848,58,1,0.0,0.0,848
312,849,405,1,0.0,0.0,849
1191,850,87,1,0.0,0.0,850
1789,851,35,1,0.0,0.0,851
489,852,252,1,0.0,0.0,852
1130,853,95,1,0.0,0.0,853
1746,854,38,1,0.0,0.0,854
453,855,281,1,0.0,0.0,855
1584,856,50,1,0.0,0.0,856
851,857,133,1,0.0,0.0,857
1941,858,21,1,0.0,0.0,858
628,859,192,1,0.0,0.0,859
1056,860,102,1,0.0,0.0,860
1102,861,97,1,0.0,0.0,861
613,862,198,1,0.0,0.0,862
1116,863,96,1,0.0,0.0,863
503,864,245,1,0.0,0.0,864
609,865,199,1,0.0,0.0,865
805,866,144,1,0.0,0.0,866
839,867,136,1,0.0,0.0,867
1698,868,42,1,0.0,0.0,868
1563,869,51,1,0.0,0.0,869
840,870,136,1,0.0,0.0,870
1585,871,50,1,0.0,0.0,871
698,872,169,1,0.0,0.0,872
1318,873,73,1,0.0,0.0,873
1843,874,32,1,0.0,0.0,874
9,875,7178,1,0.0,0.0,875
956,876,116,1,0.0,0.0,876
1361,877,70,1,0.0,0.0,877
384,878,338,1,0.0,0.0,878
321,879,396,1,0.0,0.0,879
1660,880,45,1,0.0,0.0,880
110,881,953,1,0.0,0.0,881
1621,882,47,1,0.0,0.0,882
289,883,437,1,0.0,0.0,883
1641,884,46,1,0.0,0.0,884
121,885,907,1,0.0,0.0,885
1766,886,37,1,0.0,0.0,886
754,887,154,1,0.0,0.0,887
265,888,473,1,0.0,0.0,888
1294,889,76,1,0.0,0.0,889
193,890,618,1,0.0,0.0,890
852,891,133,1,0.0,0.0,891
535,892,229,1,0.0,0.0,892
871,893,129,1,0.0,0.0,893
1425,894,64,1,0.0,0.0,894
1229,895,83,1,0.0,0.0,895
65,896,1488,1,0.0,0.0,896
1506,897,56,1,0.0,0.0,897
395,898,328,1,0.0,0.0,898
790,899,148,1,0.0,0.0,899
1767,900,37,1,0.0,0.0,900
205,901,589,1,0.0,0.0,901
1429,902,63,1,0.0,0.0,902
1747,903,38,1,0.0,0.0,903
1933,904,22,1,0.0,0.0,904
1997,905,15,1,0.0,0.0,905
484,906,256,1,0.0,0.0,906
1956,907,19,1,0.0,0.0,907
699,908,169,1,0.0,0.0,908
319,909,397,1,0.0,0.0,909
1507,910,56,1,0.0,0.0,910
679,911,174,1,0.0,0.0,911
1826,912,33,1,0.0,0.0,912
357,913,360,1,0.0,0.0,913
1455,914,61,1,0.0,0.0,914
245,915,513,1,0.0,0.0,915
1263,916,79,1,0.0,0.0,916
557,917,221,1,0.0,0.0,917
1564,918,51,1,0.0,0.0,918
1905,919,25,1,0.0,0.0,919
878,920,128,1,0.0,0.0,920
1642,921,46,1,0.0,0.0,921
1181,922,89,1,0.0,0.0,922
1565,923,51,1,0.0,0.0,923
1161,924,91,1,0.0,0.0,924
413,925,311,1,0.0,0.0,925
7,926,7425,1,0.0,0.0,926
1051,927,103,1,0.0,0.0,927
2012,928,13,1,0.0,0.0,928
1860,929,30,1,0.0,0.0,929
1007,930,110,1,0.0,0.0,930
1219,931,84,1,0.0,0.0,931
266,932,471,1,0.0,0.0,932
1699,933,42,1,0.0,0.0,933
1091,934,98,1,0.0,0.0,934
4,935,8467,1,0.0,0.0,935
1472,936,59,1,0.0,0.0,936
1044,937,104,1,0.0,0.0,937
815,938,141,1,0.0,0.0,938
1886,939,27,1,0.0,0.0,939
403,940,319,1,0.0,0.0,940
168,941,691,1,0.0,0.0,941
370,942,350,1,0.0,0.0,942
1448,943,62,1,0.0,0.0,943
1033,944,105,1,0.0,0.0,944
637,945,187,1,0.0,0.0,945
1611,946,48,1,0.0,0.0,946
516,947,240,1,0.0,0.0,947
1376,948,69,1,0.0,0.0,948
1192,949,87,1,0.0,0.0,949
108,950,970,1,0.0,0.0,950
1586,951,50,1,0.0,0.0,951
1028,952,107,1,0.0,0.0,952
987,953,112,1,0.0,0.0,953
933,954,119,1,0.0,0.0,954
949,955,117,1,0.0,0.0,955
1587,956,50,1,0.0,0.0,956
1493,957,57,1,0.0,0.0,957
1934,958,22,1,0.0,0.0,958
688,959,171,1,0.0,0.0,959
729,960,162,1,0.0,0.0,960
174,961,666,1,0.0,0.0,961
1748,962,38,1,0.0,0.0,962
1827,963,33,1,0.0,0.0,963
844,964,134,1,0.0,0.0,964
988,965,112,1,0.0,0.0,965
741,966,159,1,0.0,0.0,966
229,967,543,1,0.0,0.0,967
1295,968,76,1,0.0,0.0,968
1828,969,33,1,0.0,0.0,969
730,970,162,1,0.0,0.0,970
716,971,164,1,0.0,0.0,971
1957,972,19,1,0.0,0.0,972
769,973,151,1,0.0,0.0,973
64,974,1492,1,0.0,0.0,974
1844,975,32,1,0.0,0.0,975
976,976,113,1,0.0,0.0,976
1085,977,99,1,0.0,0.0,977
473,978,263,1,0.0,0.0,978
1264,979,79,1,0.0,0.0,979
76,980,1339,1,0.0,0.0,980
632,981,189,1,0.0,0.0,981
1768,982,37,1,0.0,0.0,982
476,983,260,1,0.0,0.0,983
264,984,474,1,0.0,0.0,984
1071,985,100,1,0.0,0.0,985
1790,986,35,1,0.0,0.0,986
666,987,177,1,0.0,0.0,987
1845,988,32,1,0.0,0.0,988
1408,989,66,1,0.0,0.0,989
1279,990,78,1,0.0,0.0,990
1265,991,79,1,0.0,0.0,991
919,992,121,1,0.0,0.0,992
1117,993,96,1,0.0,0.0,993
977,994,113,1,0.0,0.0,994
1927,995,23,1,0.0,0.0,995
597,996,202,1,0.0,0.0,996
465,997,271,1,0.0,0.0,997
1791,998,35,1,0.0,0.0,998
1280,999,78,1,0.0,0.0,999
1266,1000,79,1,0.0,0.0,1000
1792,1001,35,1,0.0,0.0,1001
1749,1002,38,1,0.0,0.0,1002
1672,1003,44,1,0.0,0.0,1003
689,1004,171,1,0.0,0.0,1004
451,1005,283,1,0.0,0.0,1005
853,1006,133,1,0.0,0.0,1006
1220,1007,84,1,0.0,0.0,1007
1516,1008,55,1,0.0,0.0,1008
137,1009,827,1,0.0,0.0,1009
405,1010,316,1,0.0,0.0,1010
561,1011,217,1,0.0,0.0,1011
1612,1012,48,1,0.0,0.0,1012
200,1013,599,1,0.0,0.0,1013
624,1014,194,1,0.0,0.0,1014
610,1015,199,1,0.0,0.0,1015
1942,1016,21,1,0.0,0.0,1016
112,1017,938,1,0.0,0.0,1017
532,1018,230,1,0.0,0.0,1018
13,1019,4544,1,0.0,0.0,1019
1852,1020,31,1,0.0,0.0,1020
978,1021,113,1,0.0,0.0,1021
1253,1022,80,1,0.0,0.0,1022
1871,1023,29,1,0.0,0.0,1023
400,1024,322,1,0.0,0.0,1024
323,1025,391,1,0.0,0.0,1025
1715,1026,41,1,0.0,0.0,1026
303,1027,417,1,0.0,0.0,1027
49,1028,1865,1,0.0,0.0,1028
469,1029,266,1,0.0,0.0,1029
1846,1030,32,1,0.0,0.0,1030
794,1031,147,1,0.0,0.0,1031
343,1032,367,1,0.0,0.0,1032
1377,1033,69,1,0.0,0.0,1033
336,1034,378,1,0.0,0.0,1034
328,1035,385,1,0.0,0.0,1035
879,1036,128,1,0.0,0.0,1036
2013,1037,13,1,0.0,0.0,1037
1829,1038,33,1,0.0,0.0,1038
37,1039,2208,1,0.0,0.0,1039
1935,1040,22,1,0.0,0.0,1040
690,1041,171,1,0.0,0.0,1041
1853,1042,31,1,0.0,0.0,1042
305,1043,413,1,0.0,0.0,1043
1928,1044,23,1,0.0,0.0,1044
221,1045,557,1,0.0,0.0,1045
1517,1046,55,1,0.0,0.0,1046
333,1047,380,1,0.0,0.0,1047
1332,1048,72,1,0.0,0.0,1048
219,1049,560,1,0.0,0.0,1049
1267,1050,79,1,0.0,0.0,1050
1622,1051,47,1,0.0,0.0,1051
2014,1052,13,1,0.0,0.0,1052
1345,1053,71,1,0.0,0.0,1053
1254,1054,80,1,0.0,0.0,1054
435,1055,291,1,0.0,0.0,1055
821,1056,140,1,0.0,0.0,1056
2,1057,10786,1,0.0,0.0,1057
1193,1058,87,1,0.0,0.0,1058
1203,1059,86,1,0.0,0.0,1059
128,1060,881,1,0.0,0.0,1060
1914,1061,24,1,0.0,0.0,1061
