group_id,kept_bit,kept_prevalence,n_features,max_distance_to_kept,mean_distance_to_kept,member_bits
1072,1062,100,1,0.0,0.0,1062
590,1063,204,1,0.0,0.0,1063
1430,1064,63,1,0.0,0.0,1064
859,1065,132,1,0.0,0.0,1065
79,1066,1287,1,0.0,0.0,1066
2006,1067,14,1,0.0,0.0,1067
1238,1068,82,1,0.0,0.0,1068
1896,1069,26,1,0.0,0.0,1069
212,1070,579,1,0.0,0.0,1070
744,1071,157,1,0.0,0.0,1071
1230,1072,83,1,0.0,0.0,1072
1588,1073,50,1,0.0,0.0,1073
1750,1074,38,1,0.0,0.0,1074
1552,1075,52,1,0.0,0.0,1075
1480,1076,58,1,0.0,0.0,1076
94,1077,1083,1,0.0,0.0,1077
1887,1078,27,1,0.0,0.0,1078
633,1079,189,1,0.0,0.0,1079
1319,1080,73,1,0.0,0.0,1080
1661,1081,45,1,0.0,0.0,1081
872,1082,129,1,0.0,0.0,1082
989,1083,112,1,0.0,0.0,1083
2015,1084,13,1,0.0,0.0,1084
979,1085,113,1,0.0,0.0,1085
755,1086,154,1,0.0,0.0,1086
224,1087,555,1,0.0,0.0,1087
5,1088,8079,1,0.0,0.0,1088
368,1089,351,1,0.0,0.0,1089
462,1090,274,1,0.0,0.0,1090
1029,1091,107,1,0.0,0.0,1091
1194,1092,87,1,0.0,0.0,1092
1662,1093,45,1,0.0,0.0,1093
1426,1094,64,1,0.0,0.0,1094
760,1095,153,1,0.0,0.0,1095
577,1096,212,1,0.0,0.0,1096
91,1097,1115,1,0.0,0.0,1097
2007,1098,14,1,0.0,0.0,1098
466,1099,271,1,0.0,0.0,1099
1793,1100,35,1,0.0,0.0,1100
160,1101,709,1,0.0,0.0,1101
1449,1102,62,1,0.0,0.0,1102
1162,1103,91,1,0.0,0.0,1103
512,1104,242,1,0.0,0.0,1104
731,1105,162,1,0.0,0.0,1105
1140,1106,94,1,0.0,0.0,1106
2008,1107,14,1,0.0,0.0,1107
1809,1108,34,1,0.0,0.0,1108
667,1109,177,1,0.0,0.0,1109
448,1110,284,1,0.0,0.0,1110
1409,1111,66,1,0.0,0.0,1111
1566,1112,51,1,0.0,0.0,1112
1810,1113,34,1,0.0,0.0,1113
33,1114,2273,1,0.0,0.0,1114
1208,1115,85,1,0.0,0.0,1115
1794,1116,35,1,0.0,0.0,1116
1795,1117,35,1,0.0,0.0,1117
1431,1118,63,1,0.0,0.0,1118
1141,1119,94,1,0.0,0.0,1119
809,1120,142,1,0.0,0.0,1120
520,1121,237,1,0.0,0.0,1121
950,1122,117,1,0.0,0.0,1122
620,1123,195,1,0.0,0.0,1123
1589,1124,50,1,0.0,0.0,1124
1073,1125,100,1,0.0,0.0,1125
631,1126,190,1,0.0,0.0,1126
1243,1127,81,1,0.0,0.0,1127
348,1128,365,1,0.0,0.0,1128
1244,1129,81,1,0.0,0.0,1129
1103,1130,97,1,0.0,0.0,1130
1481,1131,58,1,0.0,0.0,1131
1936,1132,22,1,0.0,0.0,1132
1074,1133,100,1,0.0,0.0,1133
995,1134,111,1,0.0,0.0,1134
1296,1135,76,1,0.0,0.0,1135
154,1136,732,1,0.0,0.0,1136
1086,1137,99,1,0.0,0.0,1137
414,1138,310,1,0.0,0.0,1138
1751,1139,38,1,0.0,0.0,1139
1888,1140,27,1,0.0,0.0,1140
217,1141,571,1,0.0,0.0,1141
1494,1142,57,1,0.0,0.0,1142
887,1143,127,1,0.0,0.0,1143
1432,1144,63,1,0.0,0.0,1144
28,1145,2496,1,0.0,0.0,1145
1613,1146,48,1,0.0,0.0,1146
521,1147,237,1,0.0,0.0,1147
562,1148,217,1,0.0,0.0,1148
1600,1149,49,1,0.0,0.0,1149
957,1150,116,1,0.0,0.0,1150
1716,1151,41,1,0.0,0.0,1151
8,1152,7279,1,0.0,0.0,1152
1378,1153,69,1,0.0,0.0,1153
706,1154,168,1,0.0,0.0,1154
430,1155,298,1,0.0,0.0,1155
1239,1156,82,1,0.0,0.0,1156
329,1157,384,1,0.0,0.0,1157
480,1158,258,1,0.0,0.0,1158
1410,1159,66,1,0.0,0.0,1159
30,1160,2464,1,0.0,0.0,1160
1958,1161,19,1,0.0,0.0,1161
335,1162,379,1,0.0,0.0,1162
211,1163,581,1,0.0,0.0,1163
95,1164,1080,1,0.0,0.0,1164
1739,1165,39,1,0.0,0.0,1165
1689,1166,43,1,0.0,0.0,1166
1245,1167,81,1,0.0,0.0,1167
459,1168,278,1,0.0,0.0,1168
1970,1169,18,1,0.0,0.0,1169
1700,1170,42,1,0.0,0.0,1170
60,1171,1596,1,0.0,0.0,1171
1796,1172,35,1,0.0,0.0,1172
1433,1173,63,1,0.0,0.0,1173
756,1174,154,1,0.0,0.0,1174
350,1175,364,1,0.0,0.0,1175
934,1176,119,1,0.0,0.0,1176
1163,1177,91,1,0.0,0.0,1177
1943,1178,21,1,0.0,0.0,1178
854,1179,133,1,0.0,0.0,1179
691,1180,171,1,0.0,0.0,1180
388,1181,335,1,0.0,0.0,1181
436,1182,291,1,0.0,0.0,1182
1530,1183,54,1,0.0,0.0,1183
1092,1184,98,1,0.0,0.0,1184
1390,1185,68,1,0.0,0.0,1185
1131,1186,95,1,0.0,0.0,1186
499,1187,247,1,0.0,0.0,1187
1045,1188,104,1,0.0,0.0,1188
827,1189,139,1,0.0,0.0,1189
1508,1190,56,1,0.0,0.0,1190
1132,1191,95,1,0.0,0.0,1191
1531,1192,54,1,0.0,0.0,1192
1456,1193,61,1,0.0,0.0,1193
1915,1194,24,1,0.0,0.0,1194
150,1195,753,1,0.0,0.0,1195
1906,1196,25,1,0.0,0.0,1196
680,1197,174,1,0.0,0.0,1197
1532,1198,54,1,0.0,0.0,1198
11,1199,5763,1,0.0,0.0,1199
1495,1200,57,1,0.0,0.0,1200
1811,1201,34,1,0.0,0.0,1201
1907,1202,25,1,0.0,0.0,1202
463,1203,274,1,0.0,0.0,1203
1623,1204,47,1,0.0,0.0,1204
714,1205,165,1,0.0,0.0,1205
1643,1206,46,1,0.0,0.0,1206
1701,1207,42,1,0.0,0.0,1207
379,1208,342,1,0.0,0.0,1208
905,1209,124,1,0.0,0.0,1209
444,1210,287,1,0.0,0.0,1210
888,1211,127,1,0.0,0.0,1211
1553,1212,52,1,0.0,0.0,1212
1231,1213,83,1,0.0,0.0,1213
383,1214,340,1,0.0,0.0,1214
1509,1215,56,1,0.0,0.0,1215
1624,1216,47,1,0.0,0.0,1216
1021,1217,108,1,0.0,0.0,1217
1093,1218,98,1,0.0,0.0,1218
996,1219,111,1,0.0,0.0,1219
1346,1220,71,1,0.0,0.0,1220
799,1221,145,1,0.0,0.0,1221
1307,1222,75,1,0.0,0.0,1222
1872,1223,29,1,0.0,0.0,1223
149,1224,759,1,0.0,0.0,1224
1496,1225,57,1,0.0,0.0,1225
935,1226,119,1,0.0,0.0,1226
926,1227,120,1,0.0,0.0,1227
1118,1228,96,1,0.0,0.0,1228
1702,1229,42,1,0.0,0.0,1229
1427,1230,64,1,0.0,0.0,1230
1119,1231,96,1,0.0,0.0,1231
514,1232,241,1,0.0,0.0,1232
239,1233,522,1,0.0,0.0,1233
1308,1234,75,1,0.0,0.0,1234
566,1235,216,1,0.0,0.0,1235
140,1236,799,1,0.0,0.0,1236
927,1237,120,1,0.0,0.0,1237
86,1238,1176,1,0.0,0.0,1238
1379,1239,69,1,0.0,0.0,1239
1717,1240,41,1,0.0,0.0,1240
864,1241,131,1,0.0,0.0,1241
1545,1242,53,1,0.0,0.0,1242
90,1243,1123,1,0.0,0.0,1243
1347,1244,71,1,0.0,0.0,1244
201,1245,599,1,0.0,0.0,1245
1854,1246,31,1,0.0,0.0,1246
1873,1247,29,1,0.0,0.0,1247
1726,1248,40,1,0.0,0.0,1248
573,1249,214,1,0.0,0.0,1249
1204,1250,86,1,0.0,0.0,1250
1625,1251,47,1,0.0,0.0,1251
268,1252,461,1,0.0,0.0,1252
1944,1253,21,1,0.0,0.0,1253
1473,1254,59,1,0.0,0.0,1254
493,1255,250,1,0.0,0.0,1255
360,1256,358,1,0.0,0.0,1256
500,1257,247,1,0.0,0.0,1257
507,1258,243,1,0.0,0.0,1258
1775,1259,36,1,0.0,0.0,1259
398,1260,324,1,0.0,0.0,1260
304,1261,415,1,0.0,0.0,1261
1979,1262,17,1,0.0,0.0,1262
1333,1263,72,1,0.0,0.0,1263
227,1264,553,1,0.0,0.0,1264
735,1265,161,1,0.0,0.0,1265
290,1266,437,1,0.0,0.0,1266
860,1267,132,1,0.0,0.0,1267
1268,1268,79,1,0.0,0.0,1268
951,1269,117,1,0.0,0.0,1269
943,1270,118,1,0.0,0.0,1270
1797,1271,35,1,0.0,0.0,1271
1133,1272,95,1,0.0,0.0,1272
614,1273,198,1,0.0,0.0,1273
186,1274,635,1,0.0,0.0,1274
406,1275,316,1,0.0,0.0,1275
486,1276,255,1,0.0,0.0,1276
1727,1277,40,1,0.0,0.0,1277
786,1278,149,1,0.0,0.0,1278
332,1279,381,1,0.0,0.0,1279
598,1280,202,1,0.0,0.0,1280
1626,1281,47,1,0.0,0.0,1281
707,1282,168,1,0.0,0.0,1282
835,1283,137,1,0.0,0.0,1283
750,1284,155,1,0.0,0.0,1284
248,1285,509,1,0.0,0.0,1285
1209,1286,85,1,0.0,0.0,1286
764,1287,152,1,0.0,0.0,1287
641,1288,186,1,0.0,0.0,1288
1061,1289,101,1,0.0,0.0,1289
629,1290,192,1,0.0,0.0,1290
828,1291,139,1,0.0,0.0,1291
508,1292,243,1,0.0,0.0,1292
1874,1293,29,1,0.0,0.0,1293
558,1294,218,1,0.0,0.0,1294
218,1295,565,1,0.0,0.0,1295
1210,1296,85,1,0.0,0.0,1296
1046,1297,104,1,0.0,0.0,1297
1875,1298,29,1,0.0,0.0,1298
816,1299,141,1,0.0,0.0,1299
770,1300,151,1,0.0,0.0,1300
1627,1301,47,1,0.0,0.0,1301
892,1302,126,1,0.0,0.0,1302
1673,1303,44,1,0.0,0.0,1303
893,1304,126,1,0.0,0.0,1304
1075,1305,100,1,0.0,0.0,1305
1986,1306,16,1,0.0,0.0,1306
563,1307,217,1,0.0,0.0,1307
189,1308,627,1,0.0,0.0,1308
298,1309,425,1,0.0,0.0,1309
845,1310,134,1,0.0,0.0,1310
1728,1311,40,1,0.0,0.0,1311
246,1312,513,1,0.0,0.0,1312
434,1313,292,1,0.0,0.0,1313
1052,1314,103,1,0.0,0.0,1314
1474,1315,59,1,0.0,0.0,1315
1690,1316,43,1,0.0,0.0,1316
692,1317,171,1,0.0,0.0,1317
1320,1318,73,1,0.0,0.0,1318
1104,1319,97,1,0.0,0.0,1319
1703,1320,42,1,0.0,0.0,1320
846,1321,134,1,0.0,0.0,1321
1457,1322,61,1,0.0,0.0,1322
980,1323,113,1,0.0,0.0,1323
1434,1324,63,1,0.0,0.0,1324
24,1325,3135,1,0.0,0.0,1325
1463,1326,60,1,0.0,0.0,1326
1105,1327,97,1,0.0,0.0,1327
817,1328,141,1,0.0,0.0,1328
1152,1329,93,1,0.0,0.0,1329
1164,1330,91,1,0.0,0.0,1330
1691,1331,43,1,0.0,0.0,1331
1567,1332,51,1,0.0,0.0,1332
1348,1333,71,1,0.0,0.0,1333
1776,1334,36,1,0.0,0.0,1334
1674,1335,44,1,0.0,0.0,1335
990,1336,112,1,0.0,0.0,1336
2020,1337,12,1,0.0,0.0,1337
1812,1338,34,1,0.0,0.0,1338
723,1339,163,1,0.0,0.0,1339
1601,1340,49,1,0.0,0.0,1340
997,1341,111,1,0.0,0.0,1341
1391,1342,68,1,0.0,0.0,1342
700,1343,169,1,0.0,0.0,1343
936,1344,119,1,0.0,0.0,1344
642,1345,186,1,0.0,0.0,1345
1980,1346,17,1,0.0,0.0,1346
868,1347,130,1,0.0,0.0,1347
914,1348,123,1,0.0,0.0,1348
109,1349,954,1,0.0,0.0,1349
998,1350,111,1,0.0,0.0,1350
745,1351,157,1,0.0,0.0,1351
1435,1352,63,1,0.0,0.0,1352
446,1353,286,1,0.0,0.0,1353
1675,1354,44,1,0.0,0.0,1354
1729,1355,40,1,0.0,0.0,1355
684,1356,173,1,0.0,0.0,1356
39,1357,2073,1,0.0,0.0,1357
1614,1358,48,1,0.0,0.0,1358
1959,1359,19,1,0.0,0.0,1359
1380,1360,69,1,0.0,0.0,1360
1949,1361,20,1,0.0,0.0,1361
344,1362,367,1,0.0,0.0,1362
920,1363,121,1,0.0,0.0,1363
1076,1364,100,1,0.0,0.0,1364
198,1365,607,1,0.0,0.0,1365
369,1366,351,1,0.0,0.0,1366
646,1367,184,1,0.0,0.0,1367
1142,1368,94,1,0.0,0.0,1368
1628,1369,47,1,0.0,0.0,1369
477,1370,260,1,0.0,0.0,1370
1987,1371,16,1,0.0,0.0,1371
1297,1372,76,1,0.0,0.0,1372
1298,1373,76,1,0.0,0.0,1373
991,1374,112,1,0.0,0.0,1374
509,1375,243,1,0.0,0.0,1375
1971,1376,18,1,0.0,0.0,1376
1057,1377,102,1,0.0,0.0,1377
1047,1378,104,1,0.0,0.0,1378
970,1379,114,1,0.0,0.0,1379
441,1381,288,1,0.0,0.0,1381
364,1382,354,1,0.0,0.0,1382
1546,1383,53,1,0.0,0.0,1383
55,1384,1699,1,0.0,0.0,1384
36,1385,2241,1,0.0,0.0,1385
314,1386,403,1,0.0,0.0,1386
581,1387,210,1,0.0,0.0,1387
1855,1388,31,1,0.0,0.0,1388
1211,1389,85,1,0.0,0.0,1389
1349,1390,71,1,0.0,0.0,1390
70,1391,1427,1,0.0,0.0,1391
1813,1392,34,1,0.0,0.0,1392
1881,1393,28,1,0.0,0.0,1393
1615,1394,48,1,0.0,0.0,1394
1016,1395,109,1,0.0,0.0,1395
1362,1396,70,1,0.0,0.0,1396
1062,1397,101,1,0.0,0.0,1397
1334,1398,72,1,0.0,0.0,1398
981,1399,113,1,0.0,0.0,1399
574,1400,213,1,0.0,0.0,1400
894,1401,126,1,0.0,0.0,1401
1464,1402,60,1,0.0,0.0,1402
1704,1403,42,1,0.0,0.0,1403
407,1404,316,1,0.0,0.0,1404
134,1405,838,1,0.0,0.0,1405
1392,1406,68,1,0.0,0.0,1406
1034,1407,105,1,0.0,0.0,1407
1876,1408,29,1,0.0,0.0,1408
588,1409,206,1,0.0,0.0,1409
42,1410,1993,1,0.0,0.0,1410
1106,1411,97,1,0.0,0.0,1411
1182,1412,89,1,0.0,0.0,1412
1629,1413,47,1,0.0,0.0,1413
1663,1414,45,1,0.0,0.0,1414
743,1415,158,1,0.0,0.0,1415
425,1416,301,1,0.0,0.0,1416
366,1417,352,1,0.0,0.0,1417
1482,1418,58,1,0.0,0.0,1418
1830,1419,33,1,0.0,0.0,1419
1174,1420,90,1,0.0,0.0,1420
1972,1421,18,1,0.0,0.0,1421
490,1422,252,1,0.0,0.0,1422
829,1423,139,1,0.0,0.0,1423
928,1424,120,1,0.0,0.0,1424
1568,1425,51,1,0.0,0.0,1425
550,1426,223,1,0.0,0.0,1426
638,1427,187,1,0.0,0.0,1427
1475,1428,59,1,0.0,0.0,1428
1630,1429,47,1,0.0,0.0,1429
424,1430,302,1,0.0,0.0,1430
578,1431,212,1,0.0,0.0,1431
937,1432,119,1,0.0,0.0,1432
921,1433,121,1,0.0,0.0,1433
715,1434,165,1,0.0,0.0,1434
1644,1435,46,1,0.0,0.0,1435
958,1436,116,1,0.0,0.0,1436
1363,1437,70,1,0.0,0.0,1437
1569,1438,51,1,0.0,0.0,1438
1831,1439,33,1,0.0,0.0,1439
104,1440,996,1,0.0,0.0,1440
270,1441,457,1,0.0,0.0,1441
709,1442,167,1,0.0,0.0,1442
230,1443,543,1,0.0,0.0,1443
668,1444,177,1,0.0,0.0,1444
771,1445,151,1,0.0,0.0,1445
889,1446,127,1,0.0,0.0,1446
295,1447,431,1,0.0,0.0,1447
1718,1448,41,1,0.0,0.0,1448
457,1449,279,1,0.0,0.0,1449
1945,1450,21,1,0.0,0.0,1450
1676,1451,44,1,0.0,0.0,1451
20,1452,3524,1,0.0,0.0,1452
191,1453,622,1,0.0,0.0,1453
1299,1454,76,1,0.0,0.0,1454
125,1455,892,1,0.0,0.0,1455
791,1456,148,1,0.0,0.0,1456
182,1457,646,1,0.0,0.0,1457
1518,1458,55,1,0.0,0.0,1458
822,1459,140,1,0.0,0.0,1459
1519,1460,55,1,0.0,0.0,1460
1908,1461,25,1,0.0,0.0,1461
1232,1463,83,1,0.0,0.0,1463
1063,1464,101,1,0.0,0.0,1464
1570,1465,51,1,0.0,0.0,1465
1677,1466,44,1,0.0,0.0,1466
1960,1467,19,1,0.0,0.0,1467
175,1468,665,1,0.0,0.0,1468
460,1469,276,1,0.0,0.0,1469
810,1470,142,1,0.0,0.0,1470
1998,1471,15,1,0.0,0.0,1471
708,1472,168,1,0.0,0.0,1472
1520,1473,55,1,0.0,0.0,1473
2031,1474,9,1,0.0,0.0,1474
353,1475,363,1,0.0,0.0,1475
308,1477,408,1,0.0,0.0,1477
1705,1478,42,1,0.0,0.0,1478
843,1479,135,1,0.0,0.0,1479
14,1480,4536,1,0.0,0.0,1480
1022,1481,108,1,0.0,0.0,1481
260,1482,480,1,0.0,0.0,1482
1999,1483,15,1,0.0,0.0,1483
1212,1484,85,1,0.0,0.0,1484
1483,1485,58,1,0.0,0.0,1485
1321,1486,73,1,0.0,0.0,1486
272,1487,448,1,0.0,0.0,1487
1798,1488,35,1,0.0,0.0,1488
555,1489,222,1,0.0,0.0,1489
1381,1490,69,1,0.0,0.0,1490
1889,1491,27,1,0.0,0.0,1491
1961,1492,19,1,0.0,0.0,1492
1988,1493,16,1,0.0,0.0,1493
1465,1494,60,1,0.0,0.0,1494
1309,1495,75,1,0.0,0.0,1495
906,1496,124,1,0.0,0.0,1496
1631,1497,47,1,0.0,0.0,1497
1521,1498,55,1,0.0,0.0,1498
861,1499,132,1,0.0,0.0,1499
1678,1500,44,1,0.0,0.0,1500
225,1501,555,1,0.0,0.0,1501
1692,1502,43,1,0.0,0.0,1502
367,1503,352,1,0.0,0.0,1503
222,1504,557,1,0.0,0.0,1504
1740,1505,39,1,0.0,0.0,1505
162,1506,700,1,0.0,0.0,1506
417,1507,306,1,0.0,0.0,1507
120,1508,908,1,0.0,0.0,1508
1221,1509,84,1,0.0,0.0,1509
437,1510,290,1,0.0,0.0,1510
599,1511,202,1,0.0,0.0,1511
1890,1512,27,1,0.0,0.0,1512
1064,1513,101,1,0.0,0.0,1513
1393,1514,68,1,0.0,0.0,1514
1769,1515,37,1,0.0,0.0,1515
504,1516,245,1,0.0,0.0,1516
681,1517,174,1,0.0,0.0,1517
510,1518,243,1,0.0,0.0,1518
1322,1519,73,1,0.0,0.0,1519
751,1520,155,1,0.0,0.0,1520
358,1521,360,1,0.0,0.0,1521
533,1522,230,1,0.0,0.0,1522
971,1523,114,1,0.0,0.0,1523
648,1524,183,1,0.0,0.0,1524
1962,1525,19,1,0.0,0.0,1525
669,1526,177,1,0.0,0.0,1526
661,1527,178,1,0.0,0.0,1527
1350,1528,71,1,0.0,0.0,1528
752,1529,155,1,0.0,0.0,1529
1094,1530,98,1,0.0,0.0,1530
1946,1531,21,1,0.0,0.0,1531
1143,1532,94,1,0.0,0.0,1532
1602,1533,49,1,0.0,0.0,1533
1246,1534,81,1,0.0,0.0,1534
77,1535,1311,1,0.0,0.0,1535
1411,1537,66,1,0.0,0.0,1537
148,1538,767,1,0.0,0.0,1538
772,1539,151,1,0.0,0.0,1539
1416,1540,65,1,0.0,0.0,1540
732,1541,162,1,0.0,0.0,1541
354,1542,361,1,0.0,0.0,1542
1916,1543,24,1,0.0,0.0,1543
1195,1544,87,1,0.0,0.0,1544
2035,1545,8,1,0.0,0.0,1545
1741,1546,39,1,0.0,0.0,1546
1522,1547,55,1,0.0,0.0,1547
1590,1548,50,1,0.0,0.0,1548
1554,1549,52,1,0.0,0.0,1549
1286,1550,77,1,0.0,0.0,1550
1706,1551,42,1,0.0,0.0,1551
1065,1552,101,1,0.0,0.0,1552
2026,1553,11,1,0.0,0.0,1553
982,1554,113,1,0.0,0.0,1554
1632,1555,47,1,0.0,0.0,1555
1175,1556,90,1,0.0,0.0,1556
1777,1557,36,1,0.0,0.0,1557
1351,1558,71,1,0.0,0.0,1558
1973,1559,18,1,0.0,0.0,1559
1645,1560,46,1,0.0,0.0,1560
972,1561,114,1,0.0,0.0,1561
1770,1562,37,1,0.0,0.0,1562
662,1563,178,1,0.0,0.0,1563
96,1564,1055,1,0.0,0.0,1564
1165,1565,91,1,0.0,0.0,1565
1989,1566,16,1,0.0,0.0,1566
80,1567,1277,1,0.0,0.0,1567
1947,1568,21,1,0.0,0.0,1568
1382,1569,69,1,0.0,0.0,1569
523,1570,236,1,0.0,0.0,1570
907,1571,124,1,0.0,0.0,1571
818,1572,141,1,0.0,0.0,1572
92,1573,1095,1,0.0,0.0,1573
922,1574,121,1,0.0,0.0,1574
695,1575,170,1,0.0,0.0,1575
1555,1576,52,1,0.0,0.0,1576
1323,1577,73,1,0.0,0.0,1577
929,1578,120,1,0.0,0.0,1578
1937,1579,22,1,0.0,0.0,1579
1035,1580,105,1,0.0,0.0,1580
517,1581,239,1,0.0,0.0,1581
579,1582,212,1,0.0,0.0,1582
1633,1583,47,1,0.0,0.0,1583
895,1584,126,1,0.0,0.0,1584
1436,1585,63,1,0.0,0.0,1585
317,1586,399,1,0.0,0.0,1586
1166,1587,91,1,0.0,0.0,1587
1909,1588,25,1,0.0,0.0,1588
129,1589,878,1,0.0,0.0,1589
1394,1590,68,1,0.0,0.0,1590
1417,1591,65,1,0.0,0.0,1591
1269,1592,79,1,0.0,0.0,1592
1974,1593,18,1,0.0,0.0,1593
1107,1594,97,1,0.0,0.0,1594
753,1595,155,1,0.0,0.0,1595
1679,1596,44,1,0.0,0.0,1596
404,1597,319,1,0.0,0.0,1597
959,1598,116,1,0.0,0.0,1598
371,1599,350,1,0.0,0.0,1599
1752,1600,38,1,0.0,0.0,1600
428,1601,299,1,0.0,0.0,1601
101,1602,1003,1,0.0,0.0,1602
165,1603,694,1,0.0,0.0,1603
44,1604,1925,1,0.0,0.0,1604
1247,1605,81,1,0.0,0.0,1605
2036,1606,8,1,0.0,0.0,1606
127,1607,887,1,0.0,0.0,1607
1120,1608,96,1,0.0,0.0,1608
710,1609,167,1,0.0,0.0,1609
717,1610,164,1,0.0,0.0,1610
1364,1611,70,1,0.0,0.0,1611
1108,1612,97,1,0.0,0.0,1612
1144,1613,94,1,0.0,0.0,1613
1109,1614,97,1,0.0,0.0,1614
1399,1615,67,1,0.0,0.0,1615
1352,1616,71,1,0.0,0.0,1616
385,1617,338,1,0.0,0.0,1617
415,1618,309,1,0.0,0.0,1618
1437,1619,63,1,0.0,0.0,1619
773,1620,151,1,0.0,0.0,1620
1664,1621,45,1,0.0,0.0,1621
408,1622,316,1,0.0,0.0,1622
615,1623,198,1,0.0,0.0,1623
536,1624,229,1,0.0,0.0,1624
1910,1625,25,1,0.0,0.0,1625
294,1626,433,1,0.0,0.0,1626
530,1627,232,1,0.0,0.0,1627
1950,1628,20,1,0.0,0.0,1628
1646,1629,46,1,0.0,0.0,1629
944,1630,118,1,0.0,0.0,1630
1412,1632,66,1,0.0,0.0,1632
1365,1633,70,1,0.0,0.0,1633
180,1634,649,1,0.0,0.0,1634
1778,1635,36,1,0.0,0.0,1635
1647,1636,46,1,0.0,0.0,1636
832,1637,138,1,0.0,0.0,1637
600,1638,202,1,0.0,0.0,1638
1951,1639,20,1,0.0,0.0,1639
1523,1640,55,1,0.0,0.0,1640
1418,1641,65,1,0.0,0.0,1641
746,1642,157,1,0.0,0.0,1642
1693,1643,43,1,0.0,0.0,1643
1077,1644,100,1,0.0,0.0,1644
482,1645,257,1,0.0,0.0,1645
271,1646,457,1,0.0,0.0,1646
232,1647,541,1,0.0,0.0,1647
917,1648,122,1,0.0,0.0,1648
454,1649,281,1,0.0,0.0,1649
1814,1650,34,1,0.0,0.0,1650
1300,1651,76,1,0.0,0.0,1651
1533,1652,54,1,0.0,0.0,1652
973,1653,114,1,0.0,0.0,1653
1121,1654,96,1,0.0,0.0,1654
253,1655,500,1,0.0,0.0,1655
1484,1656,58,1,0.0,0.0,1656
1122,1657,96,1,0.0,0.0,1657
1534,1658,54,1,0.0,0.0,1658
1648,1659,46,1,0.0,0.0,1659
1753,1660,38,1,0.0,0.0,1660
896,1661,126,1,0.0,0.0,1661
1497,1662,57,1,0.0,0.0,1662
663,1663,178,1,0.0,0.0,1663
1183,1664,89,1,0.0,0.0,1664
111,1665,945,1,0.0,0.0,1665
1087,1666,99,1,0.0,0.0,1666
346,1667,366,1,0.0,0.0,1667
634,1668,189,1,0.0,0.0,1668
467,1669,268,1,0.0,0.0,1669
82,1670,1226,1,0.0,0.0,1670
938,1671,119,1,0.0,0.0,1671
1856,1672,31,1,0.0,0.0,1672
1324,1673,73,1,0.0,0.0,1673
1779,1674,36,1,0.0,0.0,1674
781,1675,150,1,0.0,0.0,1675
1498,1676,57,1,0.0,0.0,1676
1155,1677,92,1,0.0,0.0,1677
1315,1678,74,1,0.0,0.0,1678
915,1679,123,1,0.0,0.0,1679
1649,1680,46,1,0.0,0.0,1680
546,1681,224,1,0.0,0.0,1681
559,1682,218,1,0.0,0.0,1682
31,1683,2332,1,0.0,0.0,1683
1188,1684,88,1,0.0,0.0,1684
611,1685,199,1,0.0,0.0,1685
847,1686,134,1,0.0,0.0,1686
